TITLE	AUTHOR	COAUTHORS	PUBLISHER	SERIES	VOLUME	EDITION	ISBN	BARCODE	PRICE
Ms MacDonald Has a Class- C1	Jan Ormerod		 A Random House House Children Books				E300050	E300050	0
Lady Liberty.A Biography	Doreen Rappaport,Matt Tawares		 Candlewick Press				9780763653019	E300051	0
Hello twins	Charlotte Voake		 Candlewick Press				9780763639228	E300052	0
By My side,Little Panda	Claire Freedman,Rory tyger		 Little Tiger				9781845060091	E300053	0
The Patchwork Path	Bettye Stroud	Erin Susanne Bennett	 Candlewick Press				9780763635190	E300054	0
No More!	Doreen Rappaport	Shane W.Evans	 Candlewick Press				9780763628765	E300055	0
'What''s That Sound?'			' Disney''s'				9789814174619	E300056	3.5
SMART ENGLISH READERS(6)	Julianne Mitchell		Times Educational				9789620506604	E300057	0
The Father Penguin Incubates the Egg			Arowana Sdn.Bhd.	Arowana science Series			9789833415526	E300058	3.95
The Tears of A Giant Turtle			Arowana Sdn.Bhd.	Arowana science Series			9789833415502	E300059	3.96
Just Before It Rains			Arowana Sdn.Bhd.	Arowana science Series			9789833415472	E300060	3.95
BIRDS			Anthonian store				E300061	E300061	0
THE MAGIC PORRIDGE POT			kohwai & young				9789831487808	E300062	0
'Jesus ang Jairus'' Little Girl'	Carrol Greene		CPH				9780570075066	E300063	8
Jesus Big Picnic	Carrol Greene		CPH				9780570090496	E300064	8
'Noah'' floaing Zoo'	Carrol Greene		CPH				78777090418	E300065	0
Jesus and the Grumpy Little Man	Carrol Greene		Concordia Publishing House				9780570075097	E300066	8
Moses and the freedom flight	Carol Greene		CPH andy Cane Press				9780570075059	E300067	4
How...?When...?and Where to use?In or Into	Faye Jones		' Scholar''s'	Preposition	1		E300068	E300068	0
How...?When...?and Where to use?On,In or At	Faye Jones		' Scholar''s'	Preposition	2		E300069	E300069	0
How...?When...?and Where to use?At or By	Faye Jones		' Scholar''s'	Preposition	3		E300070	E300070	0
How...?When...?and Where to use?To,For or From	Faye Jones		' Scholar''s'	Preposition	4		E300071	E300071	0
How...?When...?and Where to use?Below,Under or Down?	Faye Jones		' Scholar''s'	Preposition	5		E300072	E300072	0
How...?When...?and Where to use?Up,Above or Over	Faye Jones		' Scholar''s'	Preposition	6		E300073	E300073	0
How...?When...?and Where to use?In Front Of,Opposite,Near,Beside,BehindorBetween?	Faye Jones		' Scholar''s'	Preposition	7		E300074	E300074	0
How...?When...?and Where to use?Towards,Through,Across or Along	Faye Jones		' Scholar''s'	Preposition	8		E300075	E300075	0
The Old Man in a Basket (Nepal)			Arowana Sdn.Bhd.				9789833800025	E300076	2.8
The Black Bear and the Wildcat(Laos)			Arowana Sdn.Bhd.				9789833800032	E300077	2.8
Walking Like Mother Crab(Sri Lanka)			Arowana Sdn.Bhd.				9789833800063	E300078	2.8
PENGASUS	Doris Orgel		Innoform Media Taiwan	Literature Classics 2			8886356004921	E300079	0
The Wild Swans	Hans Christian Andersen		Innoform Media Taiwan	Literature Classics 6			8886356004969	E300080	0
Lazy Ozzie	Michael Coleman		Little Tiger Press				9781845060626	E300081	0
Ned and the Jobaloo	Hiawyn Oram		Anderson Press				9781842706053	E300082	0
Monkey see Monkey Draw	alex Beard		Abrams				9780810996663	E300083	0
'Mr Wolf''s Pancakes'	Jan Fearnley		Egmont				9781405215817	E300084	0
Wild About Books	Judy Sierra		'Frances lincoln Children''s Books'				9781845076122	E300085	0
Tall Tilly	Jillian Powell		Zero to Ten				9781840896213	E300086	6
100 Facts, Birds	Jinny Johnson		Miles Kelly				9781842368763	E300087	0
Bears on the Stairs	Julia Jarman		Anderson Press				9781849390286	E300088	0
Inside Animals	Steve Parker		Miles Kelly				9781848106987	E300089	0
Two Hungry Bears	Linda Cornwell		Litter Tiger Press				9781854306678	E300090	0
Pet to School Day	Hilary Robinson		Zero to Ten				9781840896220	E300091	0
Look Out,Stripy Horse!	Jim Helmore		Egmont				9781405242011	E300092	0
Again!	John Prater		Red Fox				9781849417068	E300093	0
'Rabbit''s Wish'	Paul Stewart		Anderson Press				9781842700891	E300094	8
'The Emperor''s New Clothes'	Mary Hoffman		'Macmillan Children''s Books'				9781447219187	E300095	0
More,More,More!	Dawn Casey		Bloomsbury				9781408800003	E300096	0
Three Little Ghosties	Pippa Goodhart		Bloomsbury				9780747579557	E300097	0
'You''re All Animals'	Nicholas Allan		Red Fox				9781849417051	E300098	0
Mr Strongmouse and the Baby	Hiawyn Oram		Orchard Book				9781843625889	E300099	0
Danny,the Duck with no Quack	Malachy Doyle		QEB				9781609921255	E300101	6
Look at You!	Kathy Henderson		Walker Books				9781406304596	E300102	0
Ms MacDonald Has a Class- C2	Jan Ormerod		Red Fox				E300103	E300103	0
MINE!	Hiawyn Oram		'Frances lincoln Children''s Books'				9781845074517	E300104	6
Birdsong	Ellie Sandall		Egmont				9781405247382	E300105	0
Little Pip and The Rainbow Wish	Elizabeth Baguley		Litter Tiger Press				9781845066390	E300106	0
'The Bear''s Winter House'	John Yeoman		Anderson Press				9781842709160	E300107	0
'Noah''s Ark and other Bible Stories'			Walker Books				9781406326109	E300108	8
How Do Dinosaurs Get Well Soon?	Jane Yolen		'HarperCollins Children''s Books'				9780007837885	E300109	8
How Do Dinosaurs Say I Love You?	Jane Yolen		'HarperCollins Children''s Books'				9780007931521	E300110	0
How Do Dinosaurs Learn Colours and Numbers?	Jane Yolen		'HarperCollins Children''s Books'				9780007809738	E300111	8
How Do Dinosaurs Say Good Night?	Jane Yolen		'HarperCollins Children''s Books'				9780007800261	E300112	8
Farm Animals			Sandcastle Books				9781849991346	E300113	8
Spin-the-Wheel Wild Jungles- Discovery channel	David Davis		Parragon				9781445415475	E300114	0
Spin-the-Wheel Incredible Animals-Discovery Channel	Cathy Jones		Parragon				9781445415468	E300115	3
Spin-the-Wheel Amazing Oceans	Cathy Jones		Parragon				9781445415482	E300116	0
Spin-the-Wheel Extreme Deserts-Discovery Channel	Cathy Jones		Parragon				9781445415451	E300117	0
Why did Romans march?			Miles Kelly				9781848102262	E300118	8
Why are whales so big?			Miles Kelly				9781848102255	E300119	0
Why were mummies wrapped?			Miles Kelly				9781848102279	E300120	0
Why did knights fight?			Miles Kelly				9781848102286	E300121	0
Why do knees bend?			Miles Kelly				9781848102224	E300122	0
Why did pirates bury treasure?			Miles Kelly				9781848102200	E300123	0
Why does the Earth spin?			Miles Kelly				9781848102293	E300124	0
Why does light bend?			Miles Kelly				9781848102217	E300125	0
Why does saturn have rings?			Miles Kelly				9781848102231	E300126	0
Why does it rain?			Miles Kelly				9781848102248	E300127	0
'Why can''t penguins fly?'	Barbara Taylor		Miles Kelly				9781848104617	E300128	0
Why do fawns have spots?	Jinny Johnson		Miles Kelly				9781848104556	E300129	0
Why are sharks so scary?			Miles Kelly				9781848101494	E300130	0
Why do puppies chew?	Camilla de la Bedoyere		Miles Kelly				9781848104525	E300131	0
Why are fish like lions?	Camilla de la Bedoyere		Miles Kelly				9781848104570	E300132	0
Why are mammals furry?			Miles Kelly				9781848101265	E300133	0
Why were mammoths woolly?			Miles Kelly				9781848101487	E300134	0
Why are lions lazy?			Miles Kelly				9781848101104	E300135	0
Why do bears go fishing?	Barbara Taylor		Miles Kelly				9781848104549	E300136	0
Why are pandas in peril?	Barbara Taylor		Miles Kelly				9781848104587	E300137	0
Why do elephants trumpets?	Camilla de la Bedoyere		Miles Kelly				9781848104563	E300138	0
Why do ants cut up leaves?			Miles Kelly				9781848101913	E300139	0
Why do birds have beaks?			Miles Kelly				9781848101241	E300140	0
100 facts Venom	Steve Parker		Miles Kelly				9781848104761	E300141	0
Why do horses wear shoes?	Jinny Johnson		Miles Kelly				9781848104594	E300142	0
In The Attic	Hiawyn Oram		Anderson Press				9781842703588	E300143	0
So Shy	Vicki Morrison		NorthSouth Books				9780735821811	E300144	6
Sparx come to Jesus			RBC Ministries				9781584249382	E400001	0
God Loves You	Catrol Rubow	Laura Freeman	Concordia Publishing House				9780758618566	E400002	7.9
God I Need to Talk to You about - My Bad Temper	Dan Carr	Bartholomew	Concordia Publishing House				9780758605153	E400003	3.9
God I Need to Talk to You about - Cheating	Dan Carr	Bartholomew	Concordia Publishing House				9780758605160	E400004	3.9
God I Need to Talk to You about - Bad Words	Susan K. Leigh	Bill Clark	Concordia Publishing House				9780758607935	E400005	3.9
God I Need to Talk to You about - Paying Attention	Dan Carr	Bartholomew	Concordia Publishing House				9780758605184	E400006	3.9
God I Need to Talk to You about - Sharing	Dan Carr	Bartholomew	Concordia Publishing House				9780758605115	E400007	3.9
God I Need to Talk to You about - Hurting Others	Dan Carr	Bartholomew	Concordia Publishing House				9780758605177	E400008	3.9
God I Need to Talk to You about - Bullying	Susan K. Leigh	Bill Clark	Concordia Publishing House				9780758607966	E400009	3.9
God I Need to Talk to You about - Being A Bad Sport	Susan K. Leigh	Bill Clark	Concordia Publishing House				9780758608116	E400010	3.9
God I Need to Talk to You about - Greed	Susan K. Leigh	Bill Clark	Concordia Publishing House				9780758607959	E400011	3.9
The Two Builders	Patrice Faizant		WORK (UK) Ltd				E400012	E400012	0
The Roman Officer Blind Bartimaeus	Patrice Faizant		WORK (UK) Ltd				E400013	E400013	0
The Unmerciful Servant	Patrice Faizant		WORK (UK) Ltd				E400014	E400014	0
'God''s Little Guidebooks 10 commandments box set'	Hazel Scrimshire	Derek Matthews	Christian Focus Publications				9781845504458	E400015	0
Ants in a Hurry	Suchen Christine Lim		 EPB				E400016	E400016	0
Nanny Nanny Poo Poo	Suchen Christine Lim		 EPB				E400017	E400017	0
The Little Blue Kite	Pratibha Nath		Frank Educational Aids				9788173790591	E400018	3.5
The Small One			' Disney''s'				50086017140	E400019	0
The Brave Monkey			Alpha World				9789833561148	E400020	3.9
The Ugly Duckling			Alpha World				9789833561377	E400021	3.9
Dinosaurs	Lorraine Lee		Pelangi				9789835022807	E400022	3.9
Peacock and the Hunter	Sandhya Pandey		Frank Educational Aids				9788173790980	E400023	3.5
Who Stole the Peanuts	Pratibha Nath		Frank Educational Aids				9788173790607	E400024	3.5
Kaju and the Shoe	Pratibha Nath		Frank Educational Aids				9788173790584	E400025	3.5
A Bit of Magic	Pratibha Nath		Frank Educational Aids				9788173790577	E400026	3.5
'Hoppity''s Song'	Deepa Agarwal		Frank Educational Aids				9788173790997	E400027	3.5
Bamba and Pinky	Deepa Agarwal		Frank Educational Aids				9788173792250	E400028	3.5
Flippi The Flying Pup	Deepa Agarwal		Frank Educational Aids				9788173791888	E400029	3.5
Cheeko and the School Bag	Deepa Agarwal		Frank Educational Aids				9788173791864	E400030	3.5
Daffy the Baby Dolphin	Deepa Agarwal		Frank Educational Aids				9788173793547	E400031	3.5
Squiggly Goes for a picnic	Deepa Agarwal		Frank Educational Aids				9788173791895	E400032	3.5
Jumbo The Elephant	Chitra Narendran		Frank Educational Aids				9788173790393	E400033	3.5
Squiggly Goes to School	Deepa Agarwal		Frank Educational Aids				9788173790430	E400034	3.5
Bamba and the Apple Tree	Deepa Agarwal		Frank Educational Aids				9788173793189	E400035	3.5
Lippo Goes to a Party	Deepa Agarwal		Frank Educational Aids				9788173791871	E400036	3.5
Boppa and his Curly tail	Chitra Narendran		Frank Educational Aids				9788173790423	E400037	3.5
Ollie the Naughty Octopus	Deepa Agarwal		Frank Educational Aids				9788173793530	E400038	3.5
Lippo Goes to the Park			Frank Educational Aids				9788173790447	E400039	3.5
I Love Spider	Steve Parker		Miles Kelly				9781842368244	E400040	0
Happy Birthday Dotty	Tim Warnes		Little Tiger Press				9781854308726	E400041	6
'Mole''s Babies'	David Bedford		Egmont				9781405254182	E400042	0
Ginger	Charlotte Voake		Campbell Books				9780763607883	E400043	6
Arthur and the Meanies	Jan Fearnley		Egmont				9781405253802	E400044	0
Owl babies	Martin Waddell		Campbell Books				9780763617103	E400045	0
Twinkle Twinkle Little Star	Jane Taylor		Brolly Books				9780987198624	E400046	6
Zoe and Beans	Chloe & Mick Inkpen		'Macmillan Children''s Books'				9780330544054	E400047	8
I Paint a Rainbow	David Plummer&John Archambault		Childcraft Education				E400048	E400048	6
When the World is Ready for Bed	Gillian Shields		Bloomsbury				9781408805640	E400049	0
'Don''t Be Afraid Little Pip'	Karma Wilson		Simon & Schuster Books for Young Readers				9781847386182	E400050	0
The Friendly Witch	Rachel Elliot		'Mieadowside Children''s Books'				9781845395162	E400051	6
Our New Dog	Nuria Roca		'Barron''s'				9780764134555	E400052	6
Wake Up!	Katie Cleminson		Red Fox				9781849417006	E400053	0
'Which Witch''s Wand Works?'	Poly Bernatene		'Meadowise Children''s Books'				9781845395186	E400054	0
耶稣说故事							MC0001	MC0001	0
圣灵水果屋1 - C1 - CD			协传培训中心				MC0002	MC0002	0
圣灵水果屋2 - C1 - CD			协传培训中心				MC0003	MC0003	0
圣灵水果屋2 - C2 - CD			协传培训中心				MC0004	MC0004	0
糖果姐姐说故事 3			宇宙光	糖果姐姐说故事			MC0005	MC0005	0
糖果姐姐说故事 6			宇宙光	糖果姐姐说故事			MC0006	MC0006	0
糖果姐姐说故事 1			宇宙光	糖果姐姐说故事			MC0007	MC0007	0
糖果姐姐说故事 2			宇宙光	糖果姐姐说故事			MC0008	MC0008	0
糖果姐姐说故事 7			宇宙光	糖果姐姐说故事			MC0009	MC0009	0
糖果姐姐说故事 8			宇宙光	糖果姐姐说故事			MC0010	MC0010	0
糖果姐姐说故事 9			宇宙光	糖果姐姐说故事			MC0011	MC0011	0
糖果姐姐说故事 10			宇宙光	糖果姐姐说故事			MC0012	MC0012	0
糖果姐姐说故事 11			宇宙光	糖果姐姐说故事			MC0013	MC0013	0
糖果姐姐说故事 12			宇宙光	糖果姐姐说故事			MC0014	MC0014	0
幸福家庭的智慧 1/2			人人书楼				MC0015A	MC0015A	0
犹太人亲子教育			人人书楼				MC0016A	MC0016A	0
因材施教			中国信徒佈道会				MC0017A	MC0017A	0
管教孩子的真智慧			中国信徒佈道会				MC0018A	MC0018A	0
创世传奇			创世记设计制作	动感圣经show系列	1		MC0019	MC0019	0
勇闯荒漠			创世记设计制作	动感圣经show系列	3		MC0020	MC0020	0
耶稣的爱			创世记设计制作	动感圣经show系列	6		MC0021	MC0021	0
上帝的创造 - 彩虹船			协传培训中心				9789833487738	MC0022	0
十诫			万国儿童佈道团				9783997750615	MC0023	0
你的笑脸			彩虹爱家生命教育协会				MC0024	MC0024	0
Sunday School Favorites 1,2,3			Everland				MC0025	MC0025	0
糖果姐姐说故事-耶稣的降生			宇宙光全人类关怀机构				MC0026	MC0026	0
儿童挫折忍受度讲座(CD1&2）	周玉笋		台湾彩虹爱家生命教育协会				MC0027	MC0027	0
许愿-彭蒙惠的心声			天韵有声出版社	睡梦乡	42		MC0028	MC0028	0
儿童理财讲座（CD 1 & 2 )	周玉笋		台湾彩虹爱家生命教育协会				MC0029	MC0029	0
A Smart Fox			 OAK &SQUIRREL				MC0030	MC0030	10
The Story of Eagle and Hen			 OAK &SQUIRREL				MC0031	MC0031	0
The Moon Dropped			 OAK &SQUIRREL				MC0032	MC0032	0
好媳妇路得			天韵有声出版社	睡梦乡	33		MC0033	MC0033	0
真假先知			天韵有声出版社	睡梦乡	32		MC0034	MC0034	0
约拿奇遇记			天韵有声出版社	睡梦乡	31		MC0035	MC0035	0
拉撒路的故事			天韵有声出版社	睡梦乡	30		MC0036	MC0036	0
信心勇士			天韵有声出版社	睡梦乡	34		MC0037	MC0037	10
天火焚城记			天韵有声出版社	睡梦乡	35		MC0038	MC0038	10
我不再是铁笼人			天韵有声出版社	睡梦乡	36		MC0039	MC0039	10
哈拿与小撒母耳			天韵有声出版社	睡梦乡	37		MC0040	MC0040	10
神奇的喜宴			天韵有声出版社	睡梦乡	38		MC0041	MC0041	10
好姐姐米利暗			天韵有声出版社	睡梦乡	39		MC0042	MC0042	10
大漠英雄 - 摩西			天韵有声出版社	睡梦乡	40		MC0043	MC0043	10
美丽的迦南			天韵有声出版社	睡梦乡	41		MC0044	MC0044	10
恩宝的便当			天韵有声出版社	睡梦乡	13		MC0045	MC0045	10
元师洗澡			天韵有声出版社	睡梦乡	14		MC0046	MC0046	10
美丽的皇后			天韵有声出版社	睡梦乡	15		MC0047	MC0047	10
翠玉花瓶			天韵有声出版社	睡梦乡	16		MC0048	MC0048	10
十字架的故事(CD)			天韵有声出版社	睡梦乡	17		MC0049	MC0049	10
耶稣复活			天韵有声出版社	睡梦乡	18		MC0050	MC0050	10
阿善与小雪球			天韵有声出版社	睡梦乡	19		MC0051	MC0051	10
约瑟的故事			天韵有声出版社	睡梦乡	20		MC0052	MC0052	10
挪亚与彩虹			天韵有声出版社	睡梦乡	21		MC0053	MC0053	10
小壮难忘的一天			天韵有声出版社	睡梦乡	22		MC0054	MC0054	10
快乐天使			天韵有声出版社	睡梦乡	23		MC0055	MC0055	10
天堂门外			天韵有声出版社	睡梦乡	24		MC0056	MC0056	10
智慧的国王			天韵有声出版社	睡梦乡	25		MC0057	MC0057	10
无知的财主			天韵有声出版社	睡梦乡	26		MC0058	MC0058	10
以撒的新娘			天韵有声出版社	睡梦乡	27		MC0059	MC0059	10
葡萄园的秘密			天韵有声出版社	睡梦乡	28		MC0060	MC0060	10
浪子回头			天韵有声出版社	睡梦乡	29		MC0061	MC0061	10
宣教故事图画书- 有声CD 1			宇宙光	马礼逊入华宣教200年宣教故事图画书	1		MC0062	MC0062	20
宣教故事图画书- 有声CD 2			宇宙光	马礼逊入华宣教200年宣教故事图画书	2		MC0063	MC0063	20
宣教故事图画书- 有声CD 3			宇宙光	马礼逊入华宣教200年宣教故事图画书	3		MC0064	MC0064	20
宣教故事图画书- 有声CD 4			宇宙光	马礼逊入华宣教200年宣教故事图画书	4		MC0065	MC0065	20
豌豆三兄弟			unknown				MC0066	MC0066	10
儿童神学 1/2	刘清虔		人人书楼				MC0067A	MC0067A	20
青蛙弗洛格的成长故事			湖南少年儿童音象出版社				MC0068	MC0068	10
不一样的卡梅拉纪念版			二十一世纪出版社				MC0069	MC0069	10
我爱你 I lOVE YOU	张哲铭		日月文化集团				MC0070	MC0070	10
熊爸爸去另一个城市工作	陈致元		和英文化				MC0071	MC0071	15
看圣经学英语			互动英语教学集团				MC0072	MC0072	10
图画书与儿童	柯倩华		道声出版社	走进图画故事书的世界	1		MC0073	MC0073	12
图画书的图像艺术	宋珮		道声出版社	走进图画故事书的世界	2		MC0074	MC0074	12
图画书与亲子关系	黄乃毓		道声出版社	走进图画故事书的世界	3		MC0075	MC0075	12
